,x,y,z,# of connected lines,0th line destination point,0line and 1line cos,1th line destination point
0,-12.958107444211567,-79.04912035492339,2669.141784288637,2,1,-0.9934988045806544,3
1,-12.960552842587772,-78.84118228458725,2669.4267091068737,2,1,-0.9943622800145572,3
2,-13.086122362828682,-78.75009176054729,2669.084044727414,2,1,-0.9934614649966811,3
3,-13.144142997133635,-78.57804843048561,2668.8522233849253,2,1,-0.9925369548179497,3
4,-13.236664498103615,-78.35584716289158,2669.0020753015438,2,1,-0.9928252853090955,3
5,-13.358575816894653,-78.26590119734836,2669.0922925607565,2,1,-0.9930904166153671,3
6,-13.573394222906302,-78.14956958545042,2669.149954386657,2,1,-0.9925857194255514,3
7,-13.738522130013695,-78.03497768385833,2669.192828756194,2,1,-0.9921818973448969,3
8,-13.85203058100412,-77.9402444747386,2669.33743820984,2,1,-0.9919863086025109,3
9,-13.996154365141056,-77.93916694461774,2669.5942003871446,2,1,-0.9920690400106732,3
10,-14.135149080678282,-78.04839277174791,2669.6499776390506,2,1,-0.9916891714068478,3
11,-14.175733310275032,-77.84160999005181,2669.773356886606,2,1,-0.9919145294415103,3
12,-14.280990209550552,-77.50664582954569,2669.9674168321717,2,1,-0.9920884055532122,3
13,-14.485594770436668,-77.15596534087625,2669.9973925150684,2,1,-0.9916836702040366,3
14,-14.721580882404018,-76.91529327038896,2670.1961416434,2,1,-0.9920857570735666,3
15,-14.80733678341526,-76.78480611794147,2670.276004691863,2,1,-0.9918070832792657,3
16,-14.86254114312325,-76.56883931821893,2670.23862635698,2,1,-0.9916174343021233,3
17,-14.925231303187289,-75.72859692955615,2670.644110436601,2,1,-0.9921783739871773,3
18,-14.983928398324386,-74.36520922356964,2670.9156956778475,2,1,-0.9912157072818069,3
19,-15.0885319950694,-73.08016513900138,2671.431349729859,2,1,-0.9909270856404034,3
20,-15.135377856594218,-72.11268067429349,2671.731110685955,2,1,-0.9905577338876717,3
21,-15.226255518700363,-71.25108032269763,2671.8733073446233,2,1,-0.9904890699083697,3
22,-15.046030142358441,-70.13735581270069,2672.085937605979,2,1,-0.9904252822302017,3
23,-14.823168341077704,-68.29619717567391,2672.73593093491,2,1,-0.9909286398577571,3
24,-14.440479649749369,-65.66385309873336,2673.185634571052,2,1,-0.9906922494693264,3
25,-13.985131250961397,-62.93127983059632,2673.8546503811085,2,1,-0.9910882933791162,3
26,-13.589588152149927,-60.52012092791259,2674.343469963545,2,1,-0.990674777718395,3
27,-13.135374837346369,-58.5469006150998,2674.6823953603316,2,1,-0.9905598200725809,3
28,-12.516954200226339,-56.57746557387855,2674.934727964105,2,1,-0.99015013842787,3
29,-12.047514759721974,-54.5040508710306,2675.367204414958,2,1,-0.9901133716650873,3
30,-11.621186041729905,-52.29239869069019,2675.9468702888353,2,1,-0.9904501356811967,3
31,-11.058251452983434,-50.0763689084077,2676.3306978476153,2,1,-0.990681390553506,3
32,-10.311898805630376,-47.5962384059227,2676.874017850174,2,1,-0.9909146729557736,3
33,-9.376913816412813,-45.178077625432884,2677.4091506121613,2,1,-0.9907860903136758,3
34,-8.53548764437678,-42.96553915557188,2677.886866421797,2,1,-0.9908492198343718,3
35,-7.536556220155799,-41.05218514602318,2678.130324318342,2,1,-0.9902054582449303,3
36,-6.959055107775168,-39.662047948810155,2678.6057890775355,2,1,-0.9909424690584323,3
37,-6.2186164776637085,-38.63254617586846,2678.99005262082,2,1,-0.9905034981290871,3
38,-5.142346353836725,-37.24065149165731,2679.421360942458,2,1,-0.9906716794152678,3
39,-3.758131057864757,-35.34744097108984,2680.0969541831373,2,1,-0.9908280682851324,3
40,-2.3104620039039783,-33.60431329656159,2680.5779181234475,2,1,-0.9904829165375363,3
41,-1.124505130960582,-32.20060678428882,2681.038711449468,2,1,-0.9908834183321316,3
42,-0.0023736323968022166,-31.242926428903747,2681.0961690366184,2,1,-0.9903401274900003,3
43,0.8924140880699823,-30.42289176036261,2681.4171999194787,2,1,-0.9911437823723406,3
44,2.4757847936198427,-28.900564666557827,2681.898981117652,2,1,-0.9908785053084646,3
45,4.227423261737821,-27.005011031509465,2682.584133661229,2,1,-0.991128541323521,3
46,5.969997546459365,-25.296152006270272,2683.275973290662,2,1,-0.9907549497721461,3
47,7.25247937478811,-24.222410281596005,2683.7325090230456,2,1,-0.9906265848354885,3
48,8.362481768505873,-23.583018995908706,2684.1712021165145,2,1,-0.9906255575074849,3
49,9.53144269391159,-23.03457206349964,2684.660626533154,2,1,-0.9903894818959769,3
50,11.022969909679999,-22.095986084336833,2685.467488210485,2,1,-0.990247878020656,3
51,12.342110389119942,-21.188399265786202,2686.337772182307,2,1,-0.9902401222379045,3
52,13.47271296241472,-20.652045550786738,2687.178338935534,2,1,-0.9904083436899667,3
53,14.198910700717857,-20.180605991654414,2687.7981735697126,2,1,-0.9906045648833065,3
54,15.146717642080752,-19.7869549935839,2688.2466697245286,2,1,-0.9905185758121827,3
55,16.092560270141714,-19.197755819138948,2689.022539063466,2,1,-0.9911788988545854,3
56,17.06297969978581,-18.2705623122761,2689.9584997009915,2,1,-0.9908768619867282,3
57,17.877772340481858,-17.46708741291532,2691.0119502338016,2,1,-0.9906764324921634,3
58,18.41161744381916,-17.036344289964465,2691.829458239431,2,1,-0.9904802871768641,3
59,18.79704240797727,-16.73313555106663,2692.6117224081318,2,1,-0.9909549095488777,3
60,18.986755843913688,-16.52868487465538,2693.172635134657,2,1,-0.9910372437907461,3
61,19.384622060062625,-15.943057332076659,2693.7313335927743,2,1,-0.9905309673020751,3
62,20.147920073187997,-14.925051815176369,2694.64507367935,2,1,-0.9906894689329353,3
63,20.932842650724634,-14.01340517858847,2695.5287544787393,2,1,-0.9909604569430277,3
64,21.68721531878109,-13.352948093093769,2696.0863883796897,2,1,-0.9909095262169081,3
65,22.146462935389394,-12.994021197878876,2696.423693729141,2,1,-0.9911172688114677,3
66,22.3315019315195,-12.823056078634018,2696.5374847733597,2,1,-0.9912845413766513,3
67,22.307745354635664,-12.803115384984082,2696.5935314212124,2,1,-0.9911276215494584,3
68,21.94626863867809,-12.89629759869593,2696.6373479527288,2,1,-0.9914596504384638,3
69,21.28470270147347,-13.198961066670616,2696.451011318501,2,1,-0.9909356949516679,3
70,20.257070977151926,-13.901772155983275,2695.928627915626,2,1,-0.9906194499087859,3
71,19.754796736575642,-14.39161499652329,2695.669718283189,2,1,-0.9911287994436148,3
72,20.48326886295652,-14.24162433294875,2695.5548874772685,2,1,-0.9911903856085825,3
73,21.05057365448471,-14.372432319634997,2695.36175911756,2,1,-0.9909147015928891,3
74,21.44086887814431,-14.82409611230761,2695.1585410389084,2,1,-0.9909469138832949,3
75,21.529760791187783,-15.719996337153374,2694.6795027521184,2,1,-0.9909881037767785,3
76,20.718394462725712,-17.365349337543755,2693.564422778067,2,1,-0.9906368037102344,3
77,18.984120554996167,-19.657955174360932,2692.1226723986915,2,1,-0.9907146018281914,3
78,17.35651938300793,-21.99367682751998,2690.658839800295,2,1,-0.9903786768830363,3
79,15.889095129247362,-23.943800800011502,2689.768986997338,2,1,-0.9905459409307804,3
80,14.323110360206233,-25.954966040015407,2689.05554200197,2,1,-0.9905708187519653,3
81,12.066630221774677,-28.523427344063943,2688.0609433596164,2,1,-0.9905345693097543,3
82,9.082679134755464,-31.9665807331883,2686.6250491700644,2,1,-0.9903476968793438,3
83,6.490388933664402,-35.24437418445209,2685.2586856056973,2,1,-0.9902183385261967,3
84,5.653261679206288,-36.54877273226186,2684.5781685155353,2,1,-0.9895038733192364,3
85,5.7889049747851,-36.20336463057915,2684.6135173888897,2,1,-0.9893090365081696,3
86,5.781415715338447,-36.16047631425358,2684.6333506365863,2,1,-0.990047046127052,3
87,5.801873380410021,-36.440944233578705,2684.4462475176997,2,1,-0.9902781137578194,3
88,5.647888188522042,-36.943025483297035,2684.139417041214,2,1,-0.9902036058304127,3
89,5.195450115440989,-38.055918097845534,2683.237748989199,2,1,-0.9898989236830674,3
90,4.7038700269493585,-39.685996922688766,2682.203133302768,2,1,-0.9900512550144464,3
91,4.18804571767949,-40.75864002760624,2681.6841850793267,2,1,-0.9900943904750837,3
92,3.9596818142566206,-41.33402960063505,2681.3611291902066,2,1,-0.9893333975684303,3
93,3.266723815448412,-42.598043117975436,2680.9012434022657,2,1,-0.9895380647220046,3
94,2.12292956051349,-44.65541157500532,2680.174738759637,2,1,-0.9899217177926982,3
95,0.8362010850917487,-47.48178842203098,2679.17456772639,2,1,-0.9898342095879208,3
96,-0.788796774304275,-51.44879842345733,2677.9602676516556,2,1,-0.9898739515001138,3
97,-2.40638992650449,-55.81349140692516,2676.838676740248,2,1,-0.9902320169672199,3
98,-2.8243660235844694,-58.479107765361555,2676.029480634926,2,1,-0.9904458859636358,3
99,-2.6865586724666453,-59.58426476838648,2675.7593868449853,2,1,-0.9903647869727326,3
100,-2.4457207624732415,-60.10457542641124,2675.55421107351,2,1,-0.9907877617662447,3
101,-2.1392426096588917,-60.727944518692844,2674.964435013474,2,1,-0.9900458457075343,3
102,-2.1967393416465337,-62.70470418536957,2673.9520669193853,2,1,-0.9904787825261471,3
103,-3.0088355750831695,-66.99804804028463,2672.3733129775633,2,1,-0.9906063512725177,3
104,-4.2541550013459535,-72.12890363365929,2671.1248143563603,2,1,-0.9905387137482512,3
105,-5.139833532294538,-76.00367667238342,2670.5882482426737,2,1,-0.9910007916073976,3
106,-5.852358877917247,-78.4956168225237,2670.456190929196,2,1,-0.9904464824634193,3
107,-6.521863818477013,-80.30387529625622,2670.4608535476095,2,1,-0.99021475150767,3
108,-7.0911270491031715,-81.82318224747921,2670.6270753489994,2,1,-0.9901611482188607,3
109,-7.684788424944315,-83.14985318048709,2670.829130239508,2,1,-0.9906046780451152,3
110,-8.413240639378039,-84.787431001627,2670.983995427735,2,1,-0.9907542499290185,3
111,-8.85571872527531,-86.15033529361114,2670.922136729577,2,1,-0.990440849494765,3
112,-8.979476732664889,-86.9296534301546,2670.887714539197,2,1,-0.9904343491091233,3
113,-9.048593676692906,-88.2092149324292,2670.6598562993076,2,1,-0.9902712101239287,3
114,-9.05861821342939,-90.37460226508112,2670.355883788065,2,1,-0.9904979945398646,3
115,-8.962203377223435,-92.75071933294076,2669.8231550581563,2,1,-0.9901549308019235,3
116,-8.645930486167522,-94.9542884234857,2669.342004853423,2,1,-0.9909224385079747,3
117,-7.99128669162322,-97.29326245740161,2668.5775376715756,2,1,-0.9906419401044626,3
118,-7.177005264953192,-99.5883987136827,2667.8995744309477,2,1,-0.9908554808524658,3
119,-6.320416263325326,-101.7054547083178,2667.3071959305353,2,1,-0.9910379497523849,3
120,-5.787771505010234,-103.45935269425546,2666.926588951114,2,1,-0.9904729745026131,3
121,-5.946920557556219,-104.44505378698014,2667.0478015405124,2,1,-0.9904617735288038,3
122,-6.358767682082288,-104.7970601961927,2667.1874168624568,2,1,-0.9901008879378388,3
123,-6.999015071796656,-104.65657136341633,2667.504366220716,2,1,-0.9897415040542802,3
124,-7.821705537280816,-104.25415289950607,2667.9660942413398,2,1,-0.9897156581572788,3
125,-8.475409124580954,-103.75371008592099,2668.322710850795,2,1,-0.9898342388853367,3
126,-9.07822787046813,-103.33639268560474,2668.6087000791204,2,1,-0.9894733048609148,3
127,-9.747203755213945,-102.92154096748892,2668.991618414243,2,1,-0.9897823922739565,3
128,-10.329559445674176,-102.4955171706372,2669.392025176664,2,1,-0.9897094717132823,3
129,-10.775858729313812,-102.02437446037986,2669.701777593859,2,1,-0.9896793510664823,3
130,-11.13379514578064,-101.33861431801773,2669.899768395198,2,1,-0.988764642947594,3
131,-11.428008558491412,-100.54228888902448,2670.2714167923186,2,1,-0.9891558028908453,3
132,-11.582786295978785,-99.62821107413,2670.5490091156294,2,1,-0.9893035302724897,3
133,-11.653466783116329,-98.84890624053051,2670.892846668351,2,1,-0.9879382946441456,3
134,-11.689493077964679,-97.90553597146985,2671.4658534383766,2,1,-0.9865207841659127,3
135,-11.780282396045875,-97.05304403506092,2671.9841118267786,2,1,-0.9845023805832636,3
136,-11.832807448405223,-96.44899984968038,2672.5181316446115,2,1,-0.9827692362717813,3
137,-11.894828012267006,-96.15131378718583,2672.832201313101,2,1,-0.9811315659575518,3
138,-11.877053823296434,-96.1177217579933,2673.0296158534165,2,1,-0.97879863153264,3
139,-11.654080925994787,-96.22401000976014,2673.088761340339,2,1,-0.9764344303665496,3
140,-11.323574210453927,-96.44869398094896,2673.0252297494753,2,1,-0.9726376802925499,3
141,-10.88900432416137,-96.60038245253475,2672.9835924099984,2,1,-0.9662307635667416,3
142,-10.58952920397291,-96.39089557545391,2673.211219613607,2,1,-0.9582429369452969,3
143,-10.725000271713022,-95.95528607259698,2673.6921182221968,2,1,-0.9501362737040793,3
144,-10.671811704096086,-95.57361751765458,2674.155733112807,2,1,-0.9437693071380069,3
145,-10.511395452927552,-95.57146778542761,2674.454454351304,2,1,-0.9386843311922344,3
146,-10.316155763990272,-95.90307471097462,2674.4831798472133,2,1,-0.9328933493113533,3
147,-9.940076511568572,-96.42058461059166,2674.4574289832735,2,1,-0.9257316178882656,3
148,-9.576580437531529,-96.82705915865911,2674.700363140343,2,1,-0.915405656982441,3
149,-9.060249257890339,-97.0366312302604,2674.7915988896143,2,1,-0.9029789871323559,3
150,-8.597841418762643,-97.20543656493261,2674.917151662772,2,1,-0.8899115336382705,3
151,-8.165120286687944,-97.45209243930061,2674.9130417240635,2,1,-0.8774851845323338,3
152,-7.981610368422245,-97.76152717677061,2675.164047776877,2,1,-0.867884880964945,3
153,-7.950830690928284,-98.01513036406361,2675.434214467601,2,1,-0.8625434111324901,3
154,-7.947926614217352,-98.5831031018045,2675.72351383279,2,1,-0.8510332041443307,3
155,-7.964791266313739,-98.67687212615843,2676.242802504852,2,1,-0.8300469176594205,3
156,-7.994531071198208,-98.43552518843218,2676.872477330169,2,1,-0.8050122741340048,3
157,-7.875964726508613,-98.11727406035061,2677.4370632302853,2,1,-0.7852134027588082,3
158,-7.841313200061945,-97.99919785533216,2677.8182965844894,2,1,-0.7683806097887688,3
159,-7.964935651466236,-97.90337734719176,2678.3265113510147,2,1,-0.7568333701997478,3
160,-8.115901356003091,-97.74346787291893,2678.6595125216954,2,1,-0.7475767677332587,3
161,-8.257186580287726,-97.59155395312638,2678.9093104918816,2,1,-0.7337947299725139,3
162,-8.502273833990538,-97.12404587162465,2679.5577872714257,2,1,-0.7068434221989437,3
163,-8.83101897703787,-96.62370215607339,2680.297828196601,2,1,-0.6777525424200738,3
164,-8.958340010119645,-96.57717892666268,2680.748938311017,2,1,-0.6526664760147279,3
165,-9.182076183451647,-96.85919433418479,2681.058659965275,2,1,-0.6323639579314138,3
166,-9.383527607049862,-97.20101262695279,2681.4085494325,2,1,-0.6192547480385433,3
167,-9.519665711241403,-97.50083832090412,2681.4791600424164,2,1,-0.6127519592009949,3
168,-9.49505328509126,-97.77967185564083,2681.456511814171,2,1,-0.6098407032800649,3
169,-9.56817519714589,-97.5945718615579,2681.7086887009395,2,1,-0.6054325625411163,3
170,-9.674388857442858,-97.30998218814482,2681.932630697547,2,1,-0.5937791649398894,3
171,-9.717318478382916,-97.29163336325229,2682.1549607038232,2,1,-0.5832767737141974,3
172,-9.84257979498879,-97.35415162096214,2682.3422990261947,2,1,-0.57394985697319,3
173,-9.931787075125843,-97.37595825151888,2682.4788755853506,2,1,-0.5702495140225783,3
174,-9.99018581294498,-97.30362953846819,2682.5818342017374,2,1,-0.5624075271417291,3
175,-10.18245037343809,-96.96442561749292,2682.9474672084175,2,1,-0.5386833143457767,3
176,-10.505293884354927,-96.82845749611423,2683.3916368699,2,1,-0.510882766491687,3
177,-10.7869953121703,-97.0227906398234,2683.7305575384644,2,1,-0.4878719364649675,3
178,-10.998770498678896,-97.37167615617551,2683.931675681155,2,1,-0.47237986555052264,3
179,-11.168133187929538,-97.78598093367411,2684.015434529269,2,1,-0.4609704465918542,3
180,-11.311726106922304,-98.03022480591731,2683.972123536149,2,1,-0.46091395303210164,3
181,-11.466962461582476,-98.34348639250052,2683.8993836275704,2,1,-0.4630975741964686,3
182,-11.599841673233339,-98.18844863202555,2684.1348550647044,2,1,-0.45970030186531635,3
183,-11.892797085818971,-98.07378653611065,2684.357183486789,2,1,-0.449612966032285,3
184,-11.999726361264914,-98.15746796445411,2684.5179075600972,2,1,-0.44428710391116516,3
185,-12.046599719860408,-98.14286723688738,2684.384816966287,2,1,-0.4408415190761055,3
186,-12.152573807003744,-98.12804981290425,2684.179046171042,2,1,-0.4417885149580905,3
187,-12.20667506377839,-98.14019195369647,2684.012810313948,2,1,-0.4534036717079186,3
188,-12.278808492908091,-97.80603466007734,2683.795863791421,2,1,-0.4559434520170781,3
189,-12.514594965233208,-97.08410208149687,2684.0563504560173,2,1,-0.4488054829260208,3
190,-12.765496061319196,-96.36045407391225,2684.342413164576,2,1,-0.43256202928063076,3
191,-12.9777143753394,-96.15819527528313,2684.5985519071905,2,1,-0.41709789813836434,3
192,-13.159312114236599,-96.35858020834378,2684.7557538803426,2,1,-0.4026513906069359,3
193,-13.271417522469678,-96.49246841273204,2684.802942407644,2,1,-0.3961007649805279,3
194,-13.280195307492539,-96.73445741498438,2684.5986363401867,2,1,-0.3974929995820466,3
195,-13.251022662628312,-97.07144711538349,2684.4265095612727,2,1,-0.4131345289321401,3
196,-13.229731497430386,-97.31438047491609,2684.2362832905055,2,1,-0.4282057911771696,3
197,-13.229006067618162,-97.38805870574447,2684.260915625259,2,1,-0.4467171558171665,3
198,-13.178818095723717,-97.3820831567139,2684.1466761320744,2,1,-0.4635048817129798,3
199,-13.187811818551427,-97.40560355327692,2683.991872033402,2,1,-0.48232703837948177,3
200,-13.312999608846722,-97.51648539376009,2683.974906303443,2,1,-0.5048133628293304,3
201,-13.381464700305573,-97.60455081160892,2683.9329190658277,2,1,-0.5311689038406372,3
202,-13.439366412301888,-97.60332466765027,2684.0311450674926,2,1,-0.5441600630935198,3
203,-13.561233741334807,-96.99071700856337,2684.187232605561,2,1,-0.5465030293814912,3
204,-13.75833997193347,-96.49368316617021,2684.539421767012,2,1,-0.5472209653808416,3
205,-13.910946254412373,-96.35944579088456,2684.783721397595,2,1,-0.5481281395973528,3
206,-14.096426342283591,-96.4107669223657,2684.862737126247,2,1,-0.5478792725511076,3
207,-14.243886233970295,-96.346700985215,2685.0800104997697,2,1,-0.557577096242041,3
208,-14.602639247411187,-95.68344780694736,2685.324589502262,2,1,-0.5772254236796625,3
209,-15.024909825917211,-94.96982576613651,2685.6227108161597,2,1,-0.6007090444461366,3
210,-15.129122718475477,-94.29866481527519,2685.516520843199,2,1,-0.6286271331965306,3
211,-15.041380210800323,-93.79072250205714,2685.28312589543,2,1,-0.6552531702781109,3
212,-14.971540877403484,-93.23323477488324,2685.118339894321,2,1,-0.6827860062017559,3
213,-15.194911836017008,-92.69145889086901,2685.0629341780464,2,1,-0.7126507914759803,3
214,-15.596650593742241,-92.07103844713731,2684.966946085978,2,1,-0.7501998733281183,3
215,-15.968736942757081,-91.50871789653007,2684.811498812724,2,1,-0.7858373489573769,3
216,-16.34892431922898,-91.21278639035815,2684.648788182254,2,1,-0.8136901065538998,3
217,-16.597598073338144,-91.1553571982281,2684.2773945811273,2,1,-0.8378186874720887,3
218,-16.959970734018743,-91.43003012231463,2684.0509049393836,2,1,-0.857337083242734,3
219,-17.211720342161005,-91.67531080887558,2683.9468176011324,2,1,-0.876767460542408,3
220,-17.566456795720548,-91.86839185643873,2683.9271013166144,2,1,-0.8930192265527671,3
221,-17.835429051112015,-91.8752085815144,2683.8429105043365,2,1,-0.9084785437630308,3
222,-18.106568907760586,-91.91101952722842,2683.6935429715486,2,1,-0.9198474150788695,3
223,-18.500511105621708,-91.88356919223772,2683.7060830938653,2,1,-0.9292243021143575,3
224,-19.050448603079047,-91.86787579470426,2683.809087999855,2,1,-0.9390912687292614,3
225,-19.71408835296831,-92.61483938009027,2683.6762167642337,2,1,-0.9477861206456945,3
226,-20.22658008560075,-94.14167908247887,2683.2102034383997,2,1,-0.9559345972230511,3
227,-20.58953486480339,-95.61185243210511,2682.672326847348,2,1,-0.9623962717246934,3
228,-21.15369890581455,-96.60283959466051,2682.435209645046,2,1,-0.9674789410723715,3
229,-21.823271251948675,-97.35306018548458,2682.503609836368,2,1,-0.9716642116725519,3
230,-22.398165120257666,-97.9688291518168,2682.5498833328556,2,1,-0.9755409424266264,3
231,-22.929874065640874,-98.34675243561261,2682.5063587516465,2,1,-0.9789222624648636,3
232,-23.503427656182946,-98.43365427723599,2682.546124270125,2,1,-0.9815468136562248,3
233,-24.002238551124556,-98.12671654050088,2682.4232347972675,2,1,-0.9834388066290395,3
234,-24.51026610965292,-97.58109467879746,2682.396483327776,2,1,-0.9844805829730405,3
235,-24.812962458845732,-96.85235297634799,2682.4466302157666,2,1,-0.985123226053403,3
236,-25.075417127580618,-95.83990100829992,2682.468211383381,2,1,-0.9856517779100619,3
237,-25.448842380509625,-94.74971717055797,2682.6058554748643,2,1,-0.9858532278610579,3
238,-25.8680473182839,-93.85403325692599,2682.659464304993,2,1,-0.9857104707824001,3
239,-26.23437567297892,-93.06793012263856,2682.733713700697,2,1,-0.9864109722259194,3
240,-26.425713702604487,-92.3724305632508,2682.552500485566,2,1,-0.9869510610089278,3
241,-26.555820101891122,-91.80617199891863,2682.3283602294578,2,1,-0.9867443905722805,3
242,-26.617346089167597,-91.35490997363061,2682.070978514854,2,1,-0.9866420979053414,3
243,-26.595174996459548,-91.12068716538727,2681.875735908083,2,1,-0.9868732498715984,3
244,-26.38139138654102,-90.92322098987279,2681.458984004663,2,1,-0.9871778889359759,3
245,-25.95466935136227,-90.62497818767041,2681.0091023841683,2,1,-0.9873300233086509,3
246,-25.322375822235504,-90.05561275435277,2680.3896471265302,2,1,-0.9874472474860104,3
247,-24.4458146987093,-89.34334528617308,2679.489692030998,2,1,-0.9873705200863808,3
248,-23.227284026967673,-88.36664898367259,2678.2739118430477,2,1,-0.9876954344645253,3
249,-21.515114600776116,-87.05089258311662,2676.546506001937,2,1,-0.9877449517946925,3
250,-19.643637340996207,-85.58542059395575,2674.5051525012213,2,1,-0.9877624050185986,3
251,-17.647203569062267,-84.04163033741987,2672.2213983769193,2,1,-0.9871066431705231,3
252,-15.761734571016444,-82.56867005341624,2669.787949855493,2,1,-0.9871864972654282,3
253,-13.823538078618835,-81.28893661753958,2667.095713415272,2,1,-0.9873636269413328,3
254,-11.807190981188931,-80.3143877473126,2664.1862518711723,2,1,-0.9871888690727632,3
255,-9.762427459898278,-79.70649535468837,2661.334013404021,2,1,-0.9874956347797069,3
256,-7.747236025126287,-79.52956524527205,2658.35979565869,2,1,-0.9870125408283282,3
257,-5.913478105901755,-79.63403685268867,2655.698131744271,2,1,-0.9875942560630172,3
258,-4.136975238692478,-79.88976799727551,2653.017292923887,2,1,-0.9876608479074306,3
259,-2.4047024897627978,-80.1752521287075,2650.4657477136752,2,1,-0.9875981119580928,3
260,-0.9785488029420539,-80.454140623375,2648.2252262665306,2,1,-0.987449642091875,3
261,0.1615688112671564,-80.72570788744129,2646.317449970146,2,1,-0.9877904491896513,3
262,1.11135520612761,-81.082739032453,2644.69995580616,2,1,-0.9875660170618429,3
263,1.8596679437849968,-81.49205742920974,2643.277721666194,2,1,-0.9872254767865134,3
264,2.513206799552364,-81.78969156249276,2642.122998456764,2,1,-0.9873728283692441,3
265,3.07942451562608,-81.76485004667857,2641.140440344379,2,1,-0.9874708020869973,3
266,3.7009665181713425,-81.33166492006794,2640.3059676154057,2,1,-0.9878181860655746,3
267,4.171668099868281,-80.74550953496778,2639.7440184655284,2,1,-0.9877194474910592,3
268,4.342889491592434,-80.04772497824608,2639.3924534280313,2,1,-0.9874745039182427,3
269,3.946944462628712,-79.53341732185248,2639.5160263646576,2,1,-0.9877631960647392,3
270,3.2276847660323904,-79.17620784292409,2639.9543627340427,2,1,-0.9878725836213882,3
271,2.352938305578295,-78.84466839994411,2640.6584234159363,2,1,-0.9877405590106598,3
272,1.4376749890880223,-78.48321709669358,2641.450755537536,2,1,-0.9873632911255424,3
273,0.3745286172259097,-78.03209439486957,2642.57172227517,2,1,-0.9876469388910478,3
274,-0.6784689884607653,-77.46835623574269,2643.7244696578464,2,1,-0.9873122726823957,3
275,-1.8732279731485257,-77.04350598795041,2645.0638220644632,2,1,-0.9874320209143119,3
276,-3.089308120327278,-76.8705480325045,2646.52749134526,2,1,-0.987353555729022,3
277,-4.258244218944539,-76.89580374070664,2648.134025751557,2,1,-0.9873395920623866,3
278,-5.544147212424493,-76.95668198838526,2649.829550212562,2,1,-0.9871590468726655,3
279,-6.960482406315571,-77.08976240761878,2651.6859979119,2,1,-0.987538951369739,3
280,-8.554916066798322,-77.5864548102931,2653.7671749196343,2,1,-0.987137504405623,3
281,-10.192428210721017,-78.38766337119996,2655.908469856391,2,1,-0.9872647536297945,3
282,-11.799777555208614,-79.40325746509173,2658.052420811824,2,1,-0.9871584414620648,3
283,-13.63452667816159,-80.45911993696282,2660.332314828654,2,1,-0.9871176319685844,3
284,-15.526694039504683,-81.31999332564045,2662.5269735380225,2,1,-0.9871235393033713,3
285,-17.389214668754555,-81.87841391780928,2664.722229971477,2,1,-0.9868322345388887,3
286,-19.04467039423023,-82.15774124898826,2666.8352707777194,2,1,-0.9871714597849205,3
287,-20.681563754473448,-82.15737263070241,2668.8168594341987,2,1,-0.9870111023325177,3
288,-22.171265919871182,-81.94315922158374,2670.6243006112913,2,1,-0.98661133988498,3
289,-23.812623516761164,-81.61963051220042,2672.299574530807,2,1,-0.9866365880582949,3
290,-25.363721293554182,-81.00053908343341,2673.6788551915665,2,1,-0.9864661350522799,3
291,-27.004385532409845,-80.10039606542992,2674.932674222813,2,1,-0.9869792185142823,3
292,-28.54810395773173,-79.02004759395125,2675.965540327916,2,1,-0.9866807817646197,3
293,-29.940571983438744,-77.94286301004249,2676.812320358818,2,1,-0.9864436550796508,3
294,-31.06369065937352,-77.0235428187396,2677.565760704346,2,1,-0.9870320449390338,3
295,-31.640739934299702,-76.55608730310385,2678.0140909625666,2,1,-0.9864963750453398,3
296,-32.036485892255726,-76.78788940544614,2678.6084681196357,2,1,-0.9866915759664044,3
297,-32.25472724796573,-77.73152961744321,2679.2113009043555,2,1,-0.9863255127219428,3
298,-32.46822103162057,-78.94638072215986,2679.967337106401,2,1,-0.9871070976131786,3
299,-32.64915961864896,-80.05938369293668,2680.6973914450728,2,1,-0.986844065857451,3
